id;the_geom;osm_id;name;ref;type;oneway;bridge;maxspeed
roads.12990;MULTILINESTRING ((1.4466828 43.5789027, 1.4464366 43.5787769, 1.4463982 43.5787535));352286089;;;footway;0;0;0
roads.12991;MULTILINESTRING ((1.4447414 43.5773623, 1.4441802 43.5779093));353651725;;;footway;0;0;0
roads.12992;MULTILINESTRING ((1.4467063 43.5784574, 1.446757 43.5784761, 1.4468534 43.5785293, 1.4467936 43.5785946, 1.4469113 43.5786462));353651726;;;footway;0;0;0
roads.12993;MULTILINESTRING ((1.4283309 43.6017497, 1.4284029 43.6017692, 1.4284292 43.6017622));353680675;;;footway;0;0;0
roads.12994;MULTILINESTRING ((1.4293292 43.6014367, 1.4293026 43.6014603, 1.4292909 43.6014734, 1.4292728 43.6014751, 1.4292541 43.6014716));353680676;;;footway;0;0;0
roads.12995;MULTILINESTRING ((1.4290865 43.601345, 1.4290472 43.6013643, 1.4290394 43.6013746, 1.4290477 43.601389, 1.429064 43.6013984));353680677;;;footway;0;0;0
roads.12996;MULTILINESTRING ((1.414553 43.6036814, 1.4147196 43.6037408, 1.4151012 43.6039282, 1.4154782 43.6041383, 1.4161051 43.6044682));355280164;Rue Paulette Pastor;;residential;0;0;0
roads.12997;MULTILINESTRING ((1.440488 43.5795753, 1.4405536 43.5796567));355531905;;;footway;0;0;0
roads.12998;MULTILINESTRING ((1.4416015 43.5800319, 1.4415512 43.5800377, 1.4413869 43.5799478, 1.4411301 43.5798959, 1.4410892 43.5798719, 1.4408538 43.5796823, 1.4408173 43.5796529, 1.4407078 43.5795916, 1.4405984 43.5795779, 1.440488 43.5795753));355531910;;;footway;0;0;0
roads.12999;MULTILINESTRING ((1.440267 43.579618, 1.4403648 43.5795932, 1.440488 43.5795753));355531912;;;footway;0;0;0
roads.13000;MULTILINESTRING ((1.4280929 43.618099, 1.4290696 43.6184335, 1.4292335 43.6183478, 1.4295497 43.6184529));355539188;;;service;0;0;0
roads.13001;MULTILINESTRING ((1.4295497 43.6184529, 1.4297069 43.6185052));355552429;;;service;0;0;0
roads.13002;MULTILINESTRING ((1.4297069 43.6185052, 1.4297739 43.6185275));355552430;;;service;0;0;0
roads.13003;MULTILINESTRING ((1.4836597 43.5767579, 1.4834554 43.57653));355797082;;;service;1;0;0
roads.13004;MULTILINESTRING ((1.4188224 43.5831742, 1.4188291 43.5831579));357228243;;;footway;0;0;0
roads.13005;MULTILINESTRING ((1.4137145 43.5794978, 1.4137359 43.5795098, 1.4137796 43.5795129, 1.4138278 43.579528, 1.4138522 43.5795272, 1.4139303 43.5794755, 1.4140602 43.5794298, 1.4142174 43.5793883, 1.4144065 43.5793555, 1.4145715 43.579332, 1.4148639 43.5793003, 1.4151142 43.5792355, 1.4153618 43.5791462, 1.4155023 43.5790789, 1.415533 43.579061, 1.4155537 43.5790358, 1.4156062 43.5790127, 1.4156431 43.5790038, 1.4156902 43.5790078, 1.4157335 43.5790181, 1.4157766 43.5790112, 1.4158156 43.5789982, 1.4165127 43.5787972, 1.4167339 43.5787476, 1.4168007 43.5787181, 1.4168458 43.5786908));357228244;;;footway;0;0;0
roads.13006;MULTILINESTRING ((1.4188775 43.5832337, 1.4188662 43.5832239, 1.4188437 43.5832247));357228245;;;footway;0;0;0
roads.13007;MULTILINESTRING ((1.4189899 43.5831986, 1.4189787 43.5832076, 1.4189787 43.5832182));357228246;;;footway;0;0;0
roads.13008;MULTILINESTRING ((1.4179617 43.582611, 1.4183057 43.5825399, 1.4183851 43.5825399));357228247;;;footway;0;0;0
roads.13009;MULTILINESTRING ((1.4640062 43.6144765, 1.4640408 43.6144035, 1.4643858 43.6143976, 1.4644266 43.6144732));358493736;;;service;0;0;0
roads.13010;MULTILINESTRING ((1.4646479 43.6144715, 1.4646685 43.6143976, 1.4650413 43.6143957, 1.4650891 43.6144595));358493737;;;service;0;0;0
roads.13011;MULTILINESTRING ((1.4283028 43.6074344, 1.428265 43.6074478, 1.4282022 43.6074702));359296453;Allée de Barcelone;;tertiary;1;0;50
roads.13012;MULTILINESTRING ((1.4282022 43.6074702, 1.4281145 43.6075016, 1.4278581 43.6075934, 1.4277988 43.6076148));359296458;Allée de Barcelone;;tertiary;1;0;50
roads.13013;MULTILINESTRING ((1.4282439 43.6080109, 1.428215 43.6080053));359300913;;;cycleway;1;0;0
roads.13014;MULTILINESTRING ((1.4402731 43.59607, 1.4403826 43.5952018, 1.44043 43.594683, 1.4404968 43.5946433));359862633;Promenade Henri-Martin;;service;0;0;0
roads.13015;MULTILINESTRING ((1.4405189 43.5952103, 1.4404291 43.5952047, 1.4403826 43.5952018));359862634;;;service;0;0;0
roads.13016;MULTILINESTRING ((1.4408622 43.5946276, 1.4408385 43.5946507, 1.4406996 43.5947053, 1.4406235 43.594724));359863377;;;footway;0;0;0
roads.13017;MULTILINESTRING ((1.4722046 43.6038461, 1.4721979 43.6038525, 1.4721358 43.6039118, 1.4721167 43.60393));360057887;Rue Jean Chaubet;;residential;0;0;0
roads.13018;MULTILINESTRING ((1.4721167 43.60393, 1.4719463 43.6040937, 1.4714464 43.6043598, 1.4710181 43.6041144, 1.4711478 43.6039451));360057888;Rue Jean Chaubet;;residential;0;0;0
roads.13019;MULTILINESTRING ((1.4584236 43.5803393, 1.4583468 43.5802686));360132141;;;service;0;0;0
roads.13020;MULTILINESTRING ((1.4586637 43.5805256, 1.4584236 43.5803393));360132142;;;service;0;0;0
roads.13021;MULTILINESTRING ((1.4582294 43.5806916, 1.4580676 43.580563, 1.4579704 43.5804839, 1.4577712 43.5803246));360132144;;;footway;0;0;0
roads.13022;MULTILINESTRING ((1.455658 43.5800493, 1.4558063 43.5801539, 1.4559789 43.5802715, 1.4559897 43.5803393));360132145;;;service;0;0;0
roads.13023;MULTILINESTRING ((1.4559897 43.5803393, 1.4558926 43.580319, 1.4557338 43.5802106, 1.4555839 43.580107));360132146;;;service;0;0;0
roads.13024;MULTILINESTRING ((1.4583836 43.5808114, 1.4583438 43.58078, 1.4583422 43.5807093, 1.4583013 43.5806465));360132147;;;service;0;0;0
roads.13025;MULTILINESTRING ((1.4583203 43.5808714, 1.4582217 43.5808059, 1.4582331 43.5807788, 1.4582543 43.5807458, 1.458251 43.5807163, 1.4582294 43.5806916));360132148;;;footway;0;0;0
roads.13026;MULTILINESTRING ((1.4362771 43.6039096, 1.4380511 43.6043411));360388681;Rue Pargaminières;;pedestrian;1;0;0
roads.13027;MULTILINESTRING ((1.4253952 43.6085572, 1.4241341 43.6090019, 1.4240242 43.6090422, 1.4239655 43.6090637, 1.4238684 43.6091269, 1.4237939 43.6091949));360436003;Allée de Barcelone;;service;1;0;0
roads.13028;MULTILINESTRING ((1.4217997 43.6098527, 1.4217366 43.609894, 1.4210407 43.6101208, 1.4209585 43.6101531, 1.4207727 43.6102245, 1.4206766 43.610255, 1.4205708 43.6102271));360436004;Allée de Barcelone;;service;1;0;0
roads.13029;MULTILINESTRING ((1.4094795 43.6119744, 1.4093621 43.6118922));360436021;;;steps;0;0;0
roads.13030;MULTILINESTRING ((1.4234808 43.6092455, 1.4234001 43.6092996, 1.4231266 43.6093888, 1.4221536 43.6097325, 1.4219652 43.609799));360436051;;;service;1;0;0
roads.13031;MULTILINESTRING ((1.4314991 43.6046839, 1.4314987 43.6046554, 1.4314846 43.6046435, 1.4312923 43.6045868, 1.4312441 43.6045489, 1.4311915 43.6045005, 1.4311515 43.6044381, 1.4311786 43.6044101));360436056;;;footway;0;0;0
roads.13032;MULTILINESTRING ((1.4387872 43.6049204, 1.4387455 43.6048187, 1.4387656 43.6046897, 1.4388108 43.6044587));360530684;Rue de la Bastide;;service;1;0;30
roads.13033;MULTILINESTRING ((1.4457577 43.6014513, 1.4463706 43.6015079, 1.446853 43.6015501, 1.446894 43.6015493, 1.4469252 43.6015427));361129324;Rue Antonin Mercié;;living_street;1;0;20
roads.13034;MULTILINESTRING ((1.4448164 43.6029665, 1.4447734 43.6029668, 1.4445092 43.6029665, 1.444125 43.6029582, 1.443494 43.6029352));361129325;Rue Baour-Lormian;;pedestrian;1;0;0
roads.13035;MULTILINESTRING ((1.4455617 43.6014567, 1.44568 43.601451));361129326;Rue Genty Magre;;living_street;1;0;6
roads.13036;MULTILINESTRING ((1.4438217 43.6023984, 1.4436297 43.60242, 1.4435884 43.6024246, 1.4435371 43.6024303));361129327;Rue Jules Chalande;;pedestrian;0;0;30
roads.13037;MULTILINESTRING ((1.4457847 43.6061328, 1.446111 43.6061618, 1.446308 43.6061774, 1.4463976 43.6061845));361129328;Rue Rivals;;residential;1;0;30
roads.13038;MULTILINESTRING ((1.4457755 43.6042997, 1.4457151 43.6042998, 1.4455903 43.6042696));361129329;Rue du Poids de l'Huile;;living_street;1;0;6
roads.13039;MULTILINESTRING ((1.4455903 43.6042696, 1.4453047 43.6041871, 1.4449104 43.6040704, 1.4447582 43.6040272, 1.444548 43.603965, 1.4444917 43.6039281, 1.4444434 43.6038815));361129330;Rue du Poids de l'Huile;;living_street;1;0;6
roads.13040;MULTILINESTRING ((1.4437588 43.6017951, 1.4439179 43.601804, 1.4441456 43.6018256, 1.4442086 43.6018366, 1.4442819 43.601851));361129331;Rue du Puits-Vert;;pedestrian;0;0;0
roads.13041;MULTILINESTRING ((1.4480176 43.6062825, 1.4480872 43.6063211));361129332;;;cycleway;0;0;0
roads.13042;MULTILINESTRING ((1.4263913 43.6133566, 1.426157 43.6134289, 1.426166 43.6134447, 1.4258675 43.6135338, 1.4257881 43.6135575, 1.4257782 43.6135443, 1.4257537 43.6135013, 1.4257904 43.6134366, 1.4256739 43.6132419, 1.4256149 43.6132046, 1.4258426 43.6131345, 1.4258821 43.6131223, 1.4259904 43.6130889, 1.426193 43.6130265, 1.426337 43.6132746, 1.4263913 43.6133566));361228784;Place Intérieure Roland Garros;;pedestrian;0;0;0
roads.13043;MULTILINESTRING ((1.4381879 43.624015, 1.4382399 43.6239842));361228787;;;steps;0;0;0
roads.13044;MULTILINESTRING ((1.4376131 43.6237647, 1.4375324 43.623846));361228788;;;service;0;0;0
roads.13045;MULTILINESTRING ((1.4379853 43.6240837, 1.4380596 43.6240389));361228789;;;footway;0;0;0
roads.13046;MULTILINESTRING ((1.437856 43.623771, 1.4378776 43.623799));361228790;;;footway;0;0;0
roads.13047;MULTILINESTRING ((1.4376906 43.6237181, 1.4376131 43.6237647));361228791;;;footway;0;0;0
roads.13048;MULTILINESTRING ((1.4378957 43.6241378, 1.4379853 43.6240837));361228792;;;footway;0;0;0
roads.13049;MULTILINESTRING ((1.4381167 43.6239501, 1.438078 43.6239736));361228793;;;footway;0;0;0
roads.13050;MULTILINESTRING ((1.4381879 43.624015, 1.4381505 43.6240367));361228794;;;footway;0;0;0
roads.13051;MULTILINESTRING ((1.4305742 43.6170607, 1.4302577 43.6169403));361228795;;;footway;0;0;0
roads.13052;MULTILINESTRING ((1.4381539 43.6239811, 1.4382021 43.623951));361228796;;;steps;0;0;0
roads.13053;MULTILINESTRING ((1.4305329 43.6169348, 1.4306375 43.6169757));361228797;;;footway;0;0;0
roads.13054;MULTILINESTRING ((1.4381148 43.6240056, 1.4381539 43.6239811));361228799;;;footway;0;0;0
roads.13055;MULTILINESTRING ((1.437856 43.623771, 1.4378493 43.6237622));361228800;;;steps;0;0;0
roads.13056;MULTILINESTRING ((1.4258249 43.6129636, 1.4254476 43.6130871));361228801;;;service;0;0;0
roads.13057;MULTILINESTRING ((1.4381167 43.6239501, 1.4381675 43.6239206));361228802;;;steps;0;0;0
roads.13058;MULTILINESTRING ((1.4377871 43.6236814, 1.4378493 43.6237622));361228803;;;footway;0;0;0
roads.13059;MULTILINESTRING ((1.4380596 43.6240389, 1.4381148 43.6240056));361228804;;;footway;0;0;0
roads.13060;MULTILINESTRING ((1.4258821 43.6131223, 1.4258595 43.6130823));361228805;;;footway;0;0;0
roads.13061;MULTILINESTRING ((1.4384324 43.6174875, 1.4384809 43.6174829, 1.4385274 43.6174786));361228806;;;path;0;0;0
roads.13062;MULTILINESTRING ((1.4375324 43.623846, 1.4375091 43.6239861, 1.4375139 43.6245283, 1.4375505 43.6246696));361228807;;;service;0;0;0
roads.13063;MULTILINESTRING ((1.4258061 43.6128532, 1.4258515 43.6129379, 1.4258249 43.6129636, 1.4258859 43.6130734));361228808;;;service;0;0;0
roads.13064;MULTILINESTRING ((1.4390928 43.613654, 1.4390931 43.6136157, 1.4390902 43.6135253, 1.439193 43.613522));361228809;;;footway;0;0;0
roads.13065;MULTILINESTRING ((1.4384655 43.6236157, 1.4384485 43.6235296, 1.438489 43.62347, 1.4385933 43.6234316, 1.4387479 43.623405));361228810;;;service;0;0;0
roads.13066;MULTILINESTRING ((1.438021 43.6234568, 1.4380536 43.6235344, 1.4379778 43.6236089, 1.4377871 43.6236814, 1.4376906 43.6237181));361228811;;;service;0;0;0
roads.13067;MULTILINESTRING ((1.4383605 43.6242197, 1.4381505 43.6240367, 1.4381148 43.6240056, 1.438078 43.6239736, 1.4378776 43.623799));361228812;;;pedestrian;0;0;0
roads.13068;MULTILINESTRING ((1.4385538 43.6174535, 1.4385234 43.6173493, 1.4384587 43.6173549, 1.438392 43.6173621, 1.4384033 43.6174455));361228813;;;path;0;0;0
roads.13069;MULTILINESTRING ((1.4304095 43.6173015, 1.4305327 43.6171433, 1.4305742 43.6170607, 1.4306375 43.6169757, 1.4306716 43.6169299, 1.430747 43.6168345));361228814;;;footway;0;0;0
roads.13070;MULTILINESTRING ((1.430866 43.6467362, 1.430858 43.6468443));361290710;Impasse de l'Église de Lalande;;service;0;0;0
roads.13071;MULTILINESTRING ((1.430858 43.6468443, 1.4308518 43.6469123, 1.4308135 43.6473333, 1.4309853 43.6473441, 1.4309066 43.6479821, 1.4307346 43.6479807));361290711;Impasse de l'Église de Lalande;;service;0;0;0
roads.13072;MULTILINESTRING ((1.4388566 43.6093249, 1.4387585 43.6092666, 1.4382451 43.6089595));361290723;Rue d'Embarthe;;living_street;1;0;0
roads.13073;MULTILINESTRING ((1.4391561 43.6091831, 1.4391865 43.6090744, 1.4392293 43.6089874, 1.439503 43.6085453, 1.4396027 43.6083744, 1.4396597 43.6082645, 1.4397574 43.6079909, 1.4398415 43.607748, 1.4399203 43.6075547, 1.4399304 43.6075302, 1.4399476 43.6074915));361290724;Rue de la Chaîne;;living_street;1;0;0
roads.13074;MULTILINESTRING ((1.430195 43.6452793, 1.430283 43.6452701, 1.430579 43.6452928, 1.4310726 43.6453306, 1.431092 43.6452529, 1.4311143 43.6452367, 1.4312195 43.6452448, 1.4312277 43.6452739, 1.4312113 43.6453834, 1.4311785 43.645391, 1.4310718 43.6453791, 1.4310726 43.6453306));361290746;;;footway;0;0;0
roads.13075;MULTILINESTRING ((1.4329551 43.6120616, 1.4329428 43.611981, 1.4329278 43.6118875, 1.4329038 43.6118195, 1.4328578 43.6117584, 1.4327927 43.6116944, 1.4327143 43.6116458, 1.4326331 43.6115905, 1.4325345 43.6115514, 1.4323846 43.6115149, 1.4322708 43.6115047, 1.4320927 43.6115004, 1.4317374 43.6115179));361290747;;;pedestrian;0;0;0
roads.13076;MULTILINESTRING ((1.4178601 43.6156233, 1.4178981 43.6153122, 1.4178828 43.6150946, 1.4178215 43.6148567, 1.417704 43.6146102, 1.4176353 43.6145044, 1.417624 43.6144869, 1.4175201 43.6142059, 1.4174035 43.6140018, 1.4172171 43.6137978, 1.4169617 43.6135839, 1.4168169 43.6134761, 1.4167029 43.6133621, 1.4166414 43.6133463));361290748;;;path;0;0;0
roads.13077;MULTILINESTRING ((1.4269521 43.6324108, 1.4269664 43.6323933, 1.4269888 43.6323812, 1.427016 43.6323761, 1.4270437 43.632379, 1.4270678 43.6323894, 1.4270846 43.6324056, 1.4270916 43.6324252, 1.4270876 43.6324453, 1.4270733 43.6324628, 1.4270509 43.6324749, 1.4270237 43.63248, 1.426996 43.6324771, 1.4269719 43.6324668, 1.4269551 43.6324505, 1.4269481 43.6324309, 1.4269521 43.6324108));361290749;;;footway;0;0;0
roads.13078;MULTILINESTRING ((1.4439041 43.6365333, 1.4441228 43.6365323));361290750;;;service;0;0;0
roads.13079;MULTILINESTRING ((1.4430785 43.6360618, 1.4430828 43.6360199));361290751;;;footway;0;0;0
roads.13080;MULTILINESTRING ((1.4430942 43.6358623, 1.4430828 43.6360199));361290752;;;service;0;0;0
roads.13081;MULTILINESTRING ((1.4323763 43.6130065, 1.4324568 43.6130094));361290754;;;footway;0;0;0
roads.13082;MULTILINESTRING ((1.4352171 43.6334786, 1.4353184 43.6334734, 1.4354525 43.6334696));361290755;;;footway;0;0;0
roads.13083;MULTILINESTRING ((1.429471 43.6464448, 1.4295136 43.6464459));361290756;;;footway;0;0;0
roads.13084;MULTILINESTRING ((1.427333 43.6322933, 1.4273377 43.6323762));361290758;;;footway;0;0;0
roads.13085;MULTILINESTRING ((1.430579 43.6452928, 1.4305586 43.6454266));361290759;;;footway;0;0;0
roads.13086;MULTILINESTRING ((1.4160515 43.6107637, 1.4160591 43.6107517));361290761;;;footway;0;0;0
roads.13087;MULTILINESTRING ((1.4419372 43.6363006, 1.4422919 43.6362928));361290764;;;footway;0;0;0
roads.13088;MULTILINESTRING ((1.442865 43.6360585, 1.4428687 43.6360142));361290765;;;footway;0;0;0
roads.13089;MULTILINESTRING ((1.4309816 43.6098167, 1.4309657 43.609845));361290766;;;footway;0;0;0
roads.13090;MULTILINESTRING ((1.4190052 43.6445595, 1.4189322 43.6446217));361290767;;;service;0;0;0
roads.13091;MULTILINESTRING ((1.4356353 43.6346228, 1.4357831 43.6344307));361290768;;;path;0;0;0
roads.13092;MULTILINESTRING ((1.4424899 43.6365955, 1.4424945 43.636545));361290769;;;steps;0;0;0
roads.13093;MULTILINESTRING ((1.4360674 43.6339344, 1.4360246 43.633995, 1.4358503 43.634348));361290770;;;path;0;0;0
roads.13094;MULTILINESTRING ((1.4426779 43.6364105, 1.442679 43.6363773));361290771;;;steps;0;0;0
roads.13095;MULTILINESTRING ((1.4321156 43.6124962, 1.4319669 43.6124184));361290772;;;pedestrian;0;1;0
roads.13096;MULTILINESTRING ((1.4426799 43.6363444, 1.442679 43.6363773));361290775;;;footway;0;0;0
roads.13097;MULTILINESTRING ((1.4272896 43.632366, 1.4272253 43.6322862, 1.4271514 43.6321255));361290776;;;footway;0;0;0
roads.13098;MULTILINESTRING ((1.4311356 43.646922, 1.4308518 43.6469123));361290777;;;service;0;0;0
roads.13099;MULTILINESTRING ((1.4304885 43.612599, 1.4306225 43.6125906));361290780;;;footway;0;0;0
roads.13100;MULTILINESTRING ((1.4428498 43.6362218, 1.4428406 43.6362499));361290781;;;footway;0;0;0
roads.13101;MULTILINESTRING ((1.4415042 43.6356111, 1.441512 43.6362514, 1.4415079 43.6366493, 1.4415057 43.636715));361290783;;;service;0;0;0
roads.13102;MULTILINESTRING ((1.4426779 43.6364105, 1.4427058 43.6364108));361290785;;;footway;0;0;0
roads.13103;MULTILINESTRING ((1.4273689 43.6078912, 1.4280772 43.6081125));361290788;;;footway;0;0;0
roads.13104;MULTILINESTRING ((1.4336747 43.6418443, 1.4336078 43.6418521, 1.4334229 43.6418295));361290789;;;footway;0;0;0
roads.13105;MULTILINESTRING ((1.4284379 43.6080049, 1.4283426 43.6080069, 1.4282439 43.6080109));361290790;;;footway;0;0;0
roads.13106;MULTILINESTRING ((1.4169437 43.6146459, 1.4172533 43.6145947, 1.4176353 43.6145044));361290792;;;path;0;0;0
roads.13107;MULTILINESTRING ((1.4301424 43.6455637, 1.4302659 43.6455711, 1.4310224 43.6456162));361290794;;;footway;0;0;0
roads.13108;MULTILINESTRING ((1.4424863 43.6367379, 1.4424871 43.6366268, 1.4424899 43.6365955));361290795;;;footway;0;0;0
roads.13109;MULTILINESTRING ((1.4323683 43.6130816, 1.4323763 43.6130065, 1.4322405 43.6129984));361290796;;;footway;0;0;0
roads.13110;MULTILINESTRING ((1.4427147 43.6362465, 1.4428406 43.6362499, 1.442889 43.6362513));361290799;;;footway;0;0;0
roads.13111;MULTILINESTRING ((1.4301346 43.6456057, 1.4301967 43.6456387, 1.4310106 43.6456955));361290800;;;footway;0;0;0
roads.13112;MULTILINESTRING ((1.427295 43.6079071, 1.4272141 43.6079239, 1.4269956 43.6079692));361290802;;;footway;0;0;0
roads.13113;MULTILINESTRING ((1.4280704 43.607623, 1.4274484 43.6078392, 1.4273689 43.6078912));361290803;;;footway;0;0;0
roads.13114;MULTILINESTRING ((1.430552 43.6126793, 1.4305238 43.6126553, 1.4304885 43.612599));361290804;;;footway;0;0;0
roads.13115;MULTILINESTRING ((1.429494 43.6462931, 1.4295349 43.6463001, 1.4295215 43.6464023, 1.4295337 43.6464042));361290806;;;footway;0;0;0
roads.13116;MULTILINESTRING ((1.4308064 43.6105336, 1.4310411 43.6106068, 1.4311971 43.6103433, 1.4313661 43.6100579));361290808;;;service;0;0;0
roads.13117;MULTILINESTRING ((1.4295337 43.6464042, 1.4304525 43.6464091, 1.4308996 43.6464438, 1.431092 43.6464587));361290809;;;footway;0;0;0
roads.13118;MULTILINESTRING ((1.4302062 43.6459531, 1.4305058 43.6459752, 1.4309641 43.6460091, 1.4311309 43.6460233));361290810;;;footway;0;0;0
roads.13119;MULTILINESTRING ((1.4280559 43.6083033, 1.4280965 43.6082281, 1.4280965 43.6081996, 1.4280965 43.608142));361290813;;;footway;0;0;0
roads.13120;MULTILINESTRING ((1.4174377 43.6119411, 1.4172647 43.6116089, 1.4172615 43.6115098, 1.417322 43.6112379, 1.4172388 43.6111295));361290815;;;path;0;0;0
roads.13121;MULTILINESTRING ((1.427016 43.6323761, 1.4269958 43.6323483, 1.426669 43.632219, 1.4265403 43.632201, 1.426422 43.6321735));361290816;;;footway;0;0;0
roads.13122;MULTILINESTRING ((1.4427146 43.6360562, 1.442865 43.6360585, 1.4430785 43.6360618, 1.4431958 43.6360636, 1.4432075 43.6358174));361290817;;;footway;0;0;0
roads.13123;MULTILINESTRING ((1.4312172 43.6454509, 1.4310465 43.6454541, 1.4305586 43.6454266, 1.4302905 43.6454115, 1.4302659 43.6455711));361290818;;;footway;0;0;0
roads.13124;MULTILINESTRING ((1.4270846 43.6324056, 1.4272896 43.632366, 1.4273377 43.6323762, 1.427358 43.6323793, 1.4274959 43.6324152));361290819;;;footway;0;0;0
roads.13125;MULTILINESTRING ((1.4319669 43.6124184, 1.4318402 43.6123576, 1.4315812 43.6122797, 1.431444 43.6122433, 1.4313518 43.6121881));361290820;;;pedestrian;0;0;0
roads.13126;MULTILINESTRING ((1.4328863 43.6122989, 1.4328929 43.6123051, 1.4329027 43.612313, 1.4329377 43.6122925, 1.4329007 43.6122549, 1.4329137 43.6122046));361290821;;;footway;0;0;0
roads.13127;MULTILINESTRING ((1.4356421 43.6338904, 1.4356398 43.6339177, 1.4356461 43.634189, 1.4356477 43.6343364, 1.4356488 43.6343736, 1.4356353 43.6346228));361290822;;;path;0;0;0
roads.13128;MULTILINESTRING ((1.4283142 43.607599, 1.4282123 43.6076069, 1.4281934 43.6076023, 1.4281399 43.6075868, 1.4281244 43.6075335, 1.4281145 43.6075016));361290823;;;footway;0;0;0
roads.13129;MULTILINESTRING ((1.4334343 43.6420315, 1.4334947 43.6420292, 1.433502 43.641971, 1.4336637 43.6419025, 1.4338291 43.6419712, 1.4338809 43.6419927, 1.433901 43.6420013));361290824;;;footway;0;0;0
roads.13130;MULTILINESTRING ((1.4428687 43.6360142, 1.4428766 43.6358691, 1.4430942 43.6358623, 1.4431461 43.6358273, 1.4432075 43.6358174, 1.4433865 43.6358238, 1.4434858 43.6358228, 1.4435462 43.635815, 1.4436003 43.6357841));361290826;;;service;0;0;0
roads.13131;MULTILINESTRING ((1.4276094 43.6321803, 1.4275295 43.6321647, 1.4274383 43.6321578, 1.4272608 43.6321218, 1.4271514 43.6321255, 1.4270748 43.6321114, 1.4269931 43.6321269, 1.42672 43.6322032, 1.426669 43.632219));361290827;;;footway;0;0;0
roads.13132;MULTILINESTRING ((1.4309968 43.6457891, 1.4305542 43.6457578, 1.430531 43.6457929, 1.4305058 43.6459752, 1.4304525 43.6464091, 1.430429 43.6465821, 1.4304255 43.6466234));361290828;;;footway;0;0;0
roads.13133;MULTILINESTRING ((1.4265403 43.632201, 1.4264628 43.6322408, 1.426437 43.6322727, 1.4264316 43.6323198, 1.4264417 43.6323542, 1.4264739 43.6323799, 1.4265134 43.632395, 1.4265604 43.6323998, 1.4266375 43.6323974, 1.4267005 43.6324071, 1.4267709 43.6324299, 1.4268239 43.6324425, 1.4268621 43.6324421, 1.4269178 43.6324338, 1.4269481 43.6324309));361290829;;;footway;0;0;0
roads.13134;MULTILINESTRING ((1.4425911 43.6366301, 1.4424871 43.6366268, 1.4423444 43.6366211, 1.4423489 43.6365514, 1.44229 43.6365071, 1.4422919 43.6362928, 1.4422922 43.6362596, 1.4424002 43.6362608, 1.4427137 43.6362645));361290830;;;footway;0;0;0
roads.13135;MULTILINESTRING ((1.4336637 43.6419025, 1.4336747 43.6418443, 1.4337461 43.6417365, 1.4339746 43.6417096, 1.434066 43.6417029, 1.4341477 43.6416968, 1.4344495 43.6416748, 1.4348696 43.6416459, 1.4349798 43.6416056));361290831;;;footway;0;0;0
roads.13136;MULTILINESTRING ((1.4301346 43.6456057, 1.4297432 43.6455841, 1.4297193 43.6455728, 1.4297126 43.6455561, 1.4297477 43.6452594, 1.4297902 43.6452469, 1.430195 43.6452793, 1.4301424 43.6455637, 1.4301346 43.6456057));361290832;;;footway;0;0;0
roads.13137;MULTILINESTRING ((1.4352048 43.6400855, 1.435209 43.6401369, 1.4352107 43.6401581, 1.435182 43.6401979, 1.4347151 43.6402844, 1.4346685 43.6402771, 1.4346497 43.6402534, 1.4346367 43.6402372, 1.4346141 43.6401942));361290833;;;service;1;0;0
roads.13138;MULTILINESTRING ((1.4308689 43.6466558, 1.4308745 43.6466148, 1.4308996 43.6464438, 1.4309641 43.6460091, 1.4309968 43.6457891, 1.4310106 43.6456955, 1.4310224 43.6456162, 1.4310465 43.6454541, 1.4310718 43.6453791));361290834;;;footway;0;0;0
roads.13139;MULTILINESTRING ((1.4423994 43.6362945, 1.4426815 43.6362991));361292395;;;footway;0;0;0
roads.13140;MULTILINESTRING ((1.4426815 43.6362991, 1.4426799 43.6363444));361292397;;;footway;0;0;0
roads.13141;MULTILINESTRING ((1.4426799 43.6363444, 1.4426607 43.6363437));361292399;;;footway;0;0;0
roads.13142;MULTILINESTRING ((1.4423994 43.6362945, 1.4424002 43.6362608));361292401;;;footway;0;0;0
roads.13143;MULTILINESTRING ((1.4471282 43.6286031, 1.4470336 43.62861, 1.4462108 43.6286591, 1.4459375 43.62868, 1.4451433 43.6287332, 1.4445815 43.6287661, 1.4444901 43.6287309, 1.4444281 43.62868, 1.4443668 43.6286373));361345362;Rue Pradet;;residential;0;0;30
roads.13144;MULTILINESTRING ((1.4455272 43.6276591, 1.4454354 43.6276223, 1.4453675 43.6275906, 1.4453172 43.627571, 1.4452963 43.6275446, 1.4453054 43.6275203, 1.4453481 43.6274959, 1.4453736 43.627517, 1.4453817 43.6275545, 1.4453675 43.6275906));361345377;;;service;0;0;0
roads.13145;MULTILINESTRING ((1.4693896 43.6199268, 1.4693008 43.6199841, 1.4692591 43.6200739, 1.469263 43.6201485, 1.469337 43.6202032, 1.4693896 43.6202264, 1.4694666 43.6202392, 1.4695553 43.6202269, 1.4696167 43.6201981, 1.4696767 43.62014, 1.4697587 43.6200781));361345378;;;footway;0;0;0
